Order No,Supplier Reference,Supplier Name,Order Reference,Status,Total,Carriage Total,Created At,Created By,Direct Delivery,Expected Delivery Date,Nett Goods Total,Order Date,Warehouse - Name,Weight Total
454,ARTSS001,All Artists Supplies Ltd,1302,[RECEIVED],90.00,0.00,2020-11-04T10:45:13.130565,karen,TRUE,04/11/2020,75.00,04/11/2020,Stourport Pick,25.00
455,ARTSS001,All Artists Supplies Ltd,33,[RECEIVED],4.32,0.00,2020-11-04T11:12:42.234339,karen,FALSE,04/11/2020,3.60,04/11/2020,Stourport Pick,0.00
456,EXETR001,Supplier Warehouse,22,[RECEIVED],20.64,0.00,2020-11-05T10:58:40.607647,karen,TRUE,06/11/2020,17.20,05/11/2020,Stourport Pick,40.00
457,EXETR001,Supplier Warehouse,test dispatch,[RECEIVED],20.64,0.00,2020-11-05T11:16:30.677500,karen,TRUE,05/11/2020,17.20,05/11/2020,Stourport Pick,40.00
458,ADDER001,Adder Direct Marketing,22,[RECEIVED],108.00,0.00,2020-11-06T11:22:15.416300,karen,TRUE,07/11/2020,90.00,06/11/2020,Stourport Pick,200.00
459,ADDER001,Adder Direct Marketing,22,[RECEIVED],6.00,0.00,2020-11-09T15:39:45.617689,karen,FALSE,10/11/2020,5.00,09/11/2020,Stourport Pick,10.00
461,STATI001,All Stationery Supplies Ltd,33,[RECEIVED],9.00,0.00,2020-11-10T10:35:29.931094,karen,TRUE,11/11/2020,7.50,10/11/2020,Stourport Pick,11.25
462,STATI001,All Stationery Supplies Ltd,55,[RECEIVED],9.00,0.00,2020-11-10T10:49:21.889109,karen,TRUE,,7.50,10/11/2020,Stourport Pick,11.25
463,STATI001,All Stationery Supplies Ltd,22,[RECEIVED],15.00,0.00,2020-11-10T11:15:15.082211,karen,TRUE,11/11/2020,12.50,10/11/2020,Stourport Pick,18.75
464,STATI001,All Stationery Supplies Ltd,22,"[ASSIGNED, RECEIVED]",363.60,0.00,2020-11-10T15:48:31.103296,karen,FALSE,11/11/2020,303.00,10/11/2020,Stourport Pick,15.00
465,STATI001,All Stationery Supplies Ltd,22,[RECEIVED],54.00,0.00,2020-11-10T15:54:00.571996,karen,FALSE,,45.00,10/11/2020,Stourport Pick,15.00
467,STATI001,All Stationery Supplies Ltd,11,[RECEIVED],60.00,0.00,2020-11-10T16:36:12.777874,karen,FALSE,11/11/2020,50.00,10/11/2020,Stourport Pick,25.00
468,PLAST001,Complete Plastics Ltd,233,[AWAITING_DELIVERY],223.20,0.00,2020-11-11T16:15:55.636793,karen,FALSE,,186.00,11/11/2020,Stourport Pick,200.00
469,ARTSS001,All Artists Supplies Ltd,,[RECEIVED],18.00,0.00,2020-11-12T12:24:11.359535,karen,TRUE,13/11/2020,15.00,12/11/2020,Stourport Pick,20.00
470,ARTSS001,All Artists Supplies Ltd,22,"[ASSIGNED, AWAITING_DELIVERY]",18.18,0.00,2020-11-18T09:58:25.242399,karen,FALSE,,15.15,18/11/2020,Stourport Pick,2.50
471,APPHO001,75 A The Apple Tree House,22,"[ASSIGNED, AWAITING_DELIVERY]",0.00,0.00,2020-11-20T14:37:56.171441,karen,FALSE,20/11/2020,0.00,20/11/2020,Stourport Pick,0.00
472,ARTSS001,All Artists Supplies Ltd,236,[RECEIVED],0.24,0.00,2020-12-03T14:52:30.945755,karen,TRUE,17/12/2020,0.20,03/12/2020,Stourport Pick,0.00
473,STATI001,All Stationery Supplies Ltd,33,[RECEIVED],9.00,0.00,2020-12-04T15:46:34.529984,karen,FALSE,04/12/2020,7.50,04/12/2020,Stourport Pick,11.25
475,AAAXX001,Axles Supplies Ltd,225,[RECEIVED],18.48,0.00,2020-12-07T10:10:41.004484,karen,FALSE,08/12/2020,15.40,07/12/2020,Stourport Pick,1.00
476,BOWYE001,Bowyers Kitchens,ww,"[RECEIVED, INVOICED]",184.80,0.00,2020-12-08T09:17:47.250563,karen,FALSE,09/12/2020,154.00,08/12/2020,Stourport Pick,10.00
477,ARTYS001,The Art Mart,22,"[RECEIVED, INVOICED]",924.00,0.00,2020-12-08T11:22:15.672920,karen,FALSE,09/12/2020,770.00,08/12/2020,Stourport Pick,50.00
478,ARTSS001,All Artists Supplies Ltd,22,[RECEIVED],92.40,0.00,2020-12-08T11:24:37.662970,karen,FALSE,10/12/2020,77.00,08/12/2020,Stourport Pick,5.00
479,ARTSS001,All Artists Supplies Ltd,22,[AWAITING_DELIVERY],92.40,0.00,2020-12-08T11:26:39.344680,karen,FALSE,08/12/2020,77.00,08/12/2020,Stourport Pick,5.00
481,AAAXX001,Axles Supplies Ltd,236,"[RECEIVED, AWAITING_DELIVERY]",58.80,0.00,2020-12-08T12:05:46.165051,karen,FALSE,08/12/2020,49.00,08/12/2020,Stourport Pick,3.20
483,AAAXX001,Axles Supplies Ltd,236,[RECEIVED],57.60,0.00,2020-12-08T14:12:58.849162,karen,FALSE,,48.00,08/12/2020,Stourport Pick,2.20
485,AAAXX001,Axles Supplies Ltd,236,[RECEIVED],58.80,0.00,2020-12-10T09:34:45.385862,karen,FALSE,11/12/2020,49.00,10/12/2020,Stourport Pick,3.20
486,SWEDE001,Swedish Trading Corp,ww,[AWAITING_DELIVERY],1450.26,0.00,2020-12-10T14:59:14.697194,karen,FALSE,10/12/2020,1151.00,10/12/2020,Stourport Pick,0.00
487,SWEDE001,Swedish Trading Corp,test delivery,[RECEIVED],3770.68,0.00,2020-12-10T15:32:10.765595,karen,FALSE,17/12/2020,2992.60,10/12/2020,Stourport Pick,0.00
488,SWEDE001,Swedish Trading Corp,236,[RECEIVED],7251.30,0.00,2020-12-10T15:34:08.609595,karen,TRUE,17/12/2020,5755.00,10/12/2020,Stourport Pick,0.00
490,AAAXX001,Axles Supplies Ltd,99,"[RECEIVED, AWAITING_DELIVERY]",58.80,0.00,2020-12-10T16:08:09.579335,karen,FALSE,,49.00,10/12/2020,Stourport Pick,3.20
491,SWEDE001,Swedish Trading Corp,12356,[RECEIVED],14502.60,0.00,2020-12-10T16:48:55.327392,karen,TRUE,11/12/2020,11510.00,10/12/2020,Stourport Pick,0.00
492,THEBA001,The Bakery,22,[RECEIVED],54.00,0.00,2020-12-15T09:51:40.613758,karen,FALSE,24/12/2020,45.00,15/12/2020,Stourport Pick,201.00
493,BAKER001,The Village Bakery,256,"[RECEIVED, INVOICED]",537.60,0.00,2020-12-17T12:14:38.680153,karen,FALSE,18/12/2020,448.00,17/12/2020,Stourport Pick,30.00
494,SWEDE001,Swedish Trading Corp,swede,"[RECEIVED, INVOICED]",3245.13,0.00,2020-12-17T12:34:07.026890,karen,FALSE,,2575.50,17/12/2020,Stourport Pick,0.00
495,STATI001,All Stationery Supplies Ltd,33,[RECEIVED],2.40,0.00,2020-12-18T11:06:29.384758,karen,FALSE,,2.00,18/12/2020,Stourport Pick,0.00
496,ADDER001,Adder Direct Marketing,22,[AWAITING_DELIVERY],88.80,0.00,2021-01-05T11:29:00.080215,karen,FALSE,,74.00,05/01/2021,Stourport Pick,2.00
498,BOWYE001,Bowyers Kitchens,22,"[RECEIVED, AWAITING_DELIVERY]",549.12,0.00,2021-01-06T14:40:37.331047,karen,FALSE,07/01/2021,457.60,06/01/2021,Stourport Pick,118.50
499,ARTYS001,The Art Mart,22,"[RECEIVED, AWAITING_DELIVERY]",924.00,0.00,2021-01-06T14:44:02.082693,karen,FALSE,07/01/2021,770.00,06/01/2021,Stourport Pick,50.00
500,ARTSS001,All Artists Supplies Ltd,22 test fifo,[RECEIVED],13920.00,0.00,2021-01-12T14:23:00.389961,karen,FALSE,,11600.00,12/01/2021,Stourport Pick,1500.00
501,APPHO001,75 A The Apple Tree House,236,[RECEIVED],288.00,0.00,2021-01-19T12:39:12.565612,karen,FALSE,20/01/2021,240.00,19/01/2021,Stourport Pick,20.00
502,AAAXX001,Axles Supplies Ltd,236,[RECEIVED],1849.00,0.00,2021-01-19T17:07:52.135974,karen,FALSE,06/01/2021,1849.00,19/01/2021,Stourport Pick,112.50
503,DANIS001,Danish Supplier,ww,[AWAITING_DELIVERY],14.40,0.00,2021-01-22T11:22:21.186617,karen,FALSE,22/01/2021,12.00,22/01/2021,Stourport Pick,5.00
504,ARTSS001,All Artists Supplies Ltd,256,[RECEIVED],8316.00,0.00,2021-01-25T11:18:14.451013,karen,FALSE,25/01/2021,6930.00,25/01/2021,Stourport Pick,450.00
505,STATI001,All Stationery Supplies Ltd,aa,[RECEIVED],124.20,15.00,2021-01-25T14:08:02.681790,karen,FALSE,25/01/2021,91.00,25/01/2021,Stourport Pick,0.00
506,BOWYE001,Bowyers Kitchens,www,[AWAITING_DELIVERY],14.40,0.00,2021-01-25T14:29:10.869421,default,FALSE,,12.00,25/01/2021,Stourport Pick,5.00
507,STATI001,All Stationery Supplies Ltd,aa,[RECEIVED],33.00,15.00,2021-01-25T15:27:31.655651,karen,TRUE,25/01/2021,15.00,25/01/2021,Stourport Pick,3.00
508,BOWYE001,Bowyers Kitchens,ss2,[RECEIVED],1.08,0.00,2021-01-25T16:46:50.868559,karen,FALSE,27/01/2021,0.90,25/01/2021,Stourport Pick,0.50
509,DANIS001,Danish Supplier,2563,[AWAITING_DELIVERY],284.17,0.00,2021-01-25T16:52:10.565331,karen,FALSE,30/01/2021,236.81,25/01/2021,Stourport Pick,7.50
510,DANIS001,Danish Supplier,test1,[AWAITING_DELIVERY],111.19,0.00,2021-01-25T17:04:10.518484,karen,FALSE,26/01/2021,92.66,25/01/2021,Stourport Pick,5.00
511,EUROT001,Euro Trading,125,[RECEIVED],41.71,0.00,2021-01-25T17:04:43.139874,karen,FALSE,26/01/2021,33.10,25/01/2021,Stourport Pick,7.50
512,STATI001,All Stationery Supplies Ltd,asd,[AWAITING_DELIVERY],615.00,15.00,2021-01-26T10:19:06.866478,karen,FALSE,,500.00,26/01/2021,Stourport Pick,0.00
513,BOWYE001,Bowyers Kitchens,ww,[AWAITING_DELIVERY],14.40,0.00,2021-01-28T09:12:49.493430,karen,FALSE,,12.00,28/01/2021,Stourport Pick,5.00
514,BOWYE001,Bowyers Kitchens,ww,[RECEIVED],10.80,0.00,2021-02-01T09:34:00.778832,karen,FALSE,,9.00,01/02/2021,Stourport Pick,5.00
515,BOWYE001,Bowyers Kitchens,4567,[RECEIVED],1.08,0.00,2021-02-01T09:34:51.022633,karen,FALSE,02/02/2021,0.90,01/02/2021,Stourport Pick,0.50
516,EXETR001,Supplier Warehouse,test 1741,"[RECEIVED, INVOICED]",640.20,2.00,2021-02-02T12:13:53.642689,karen,FALSE,03/02/2021,631.50,02/02/2021,Stourport Pick,13.50
517,EXETR001,Supplier Warehouse,test 1741-2,"[RECEIVED, INVOICED]",637.80,0.00,2021-02-02T12:30:27.965809,karen,FALSE,03/02/2021,631.50,02/02/2021,Stourport Pick,13.50
518,EXETR001,Supplier Warehouse,test 1741-3,"[RECEIVED, INVOICED]",637.80,0.00,2021-02-02T17:10:25.221920,karen,FALSE,04/02/2021,631.50,02/02/2021,Stourport Pick,13.50
519,CHINA001,China Steel Industries pty,11,[RECEIVED],2251.50,0.00,2021-02-03T15:52:22.043778,karen,FALSE,,1900.00,03/02/2021,Stourport Pick,500.00
520,CHINA001,China Steel Industries pty,22,[RECEIVED],2251.50,0.00,2021-02-03T17:03:40.969296,karen,FALSE,11/02/2021,1900.00,03/02/2021,Stourport Pick,50.00
521,CHINA001,China Steel Industries pty,145,[RECEIVED],225.15,0.00,2021-02-08T09:39:20.590113,karen,FALSE,08/02/2021,190.00,08/02/2021,Stourport Pick,50.00
522,CHINA001,China Steel Industries pty,25,[AWAITING_DELIVERY],28.14,0.00,2021-02-08T11:32:24.327234,karen,FALSE,08/02/2021,23.75,08/02/2021,Stourport Pick,50.00
523,ARTSS001,All Artists Supplies Ltd,152,[RECEIVED],171.00,0.00,2021-02-08T15:15:25.395131,karen,FALSE,08/02/2021,142.50,08/02/2021,Stourport Pick,25.00
524,CHINA001,China Steel Industries pty,22,[RECEIVED],225.15,0.00,2021-02-08T16:41:40.520715,karen,FALSE,08/02/2021,190.00,08/02/2021,Stourport Pick,50.00
525,CHINA001,China Steel Industries pty,66,"[ASSIGNED, AWAITING_DELIVERY]",28.14,0.00,2021-02-08T16:48:34.734271,karen,FALSE,08/02/2021,23.75,08/02/2021,Stourport Pick,6.25
526,CHINA001,China Steel Industries pty,152,"[RECEIVED, AWAITING_DELIVERY]",28.14,0.00,2021-02-09T09:51:43.128418,karen,FALSE,09/02/2021,23.75,09/02/2021,Stourport Pick,50.00
527,EXETR001,Supplier Warehouse,bbl,[RECEIVED],630.00,0.00,2021-02-09T17:13:33.510277,karen,FALSE,10/02/2021,525.00,09/02/2021,Stourport Pick,100.00
529,BAKER001,The Village Bakery,145,"[RECEIVED, AWAITING_DELIVERY]",11.52,0.00,2021-02-10T08:53:47.604394,karen,FALSE,10/02/2021,9.60,10/02/2021,Stourport Pick,0.48
530,CHINA001,China Steel Industries pty,22,[RECEIVED],1125.75,0.00,2021-02-10T14:28:04.647815,karen,FALSE,11/02/2021,950.00,10/02/2021,Stourport Pick,250.00
531,CHINA001,China Steel Industries pty,222,[RECEIVED],370.31,0.00,2021-02-10T16:00:48.147669,karen,FALSE,12/02/2021,312.50,10/02/2021,Stourport Pick,62.50
533,APPHO001,75 A The Apple Tree House,125,[RECEIVED],46.20,0.00,2021-02-11T14:06:10.410056,karen,FALSE,12/02/2021,38.50,11/02/2021,Stourport Pick,2.50
534,APPHO001,75 A The Apple Tree House,,[RECEIVED],924.00,0.00,2021-02-11T15:28:14.563204,karen,FALSE,11/02/2021,770.00,11/02/2021,Stourport Pick,50.00
535,APPHO001,75 A The Apple Tree House,1452,[RECEIVED],462.00,0.00,2021-02-11T15:32:20.697591,karen,FALSE,11/02/2021,385.00,11/02/2021,Stourport Pick,25.00
536,CHINA001,China Steel Industries pty,123,[RECEIVED],189.60,0.00,2021-02-12T11:42:33.381691,karen,FALSE,18/02/2021,160.00,12/02/2021,Stourport Pick,50.00
537,CHINA001,China Steel Industries pty,,[RECEIVED],2370.00,0.00,2021-02-12T11:45:25.226032,karen,FALSE,,2000.00,12/02/2021,Stourport Pick,5.00
538,CHINA001,China Steel Industries pty,,[RECEIVED],4740.00,0.00,2021-02-12T12:02:47.794987,karen,FALSE,18/02/2021,4000.00,12/02/2021,Stourport Pick,10000.00
539,CHINA001,China Steel Industries pty,,[RECEIVED],4740.00,0.00,2021-02-12T12:06:23.408348,karen,FALSE,,4000.00,12/02/2021,Stourport Pick,10000.00
540,APPHO001,75 A The Apple Tree House,22,[RECEIVED],184.80,0.00,2021-02-15T15:54:40.513877,karen,FALSE,17/02/2021,154.00,15/02/2021,Stourport Pick,10.00
541,APPHO001,75 A The Apple Tree House,aa,"[ASSIGNED, RECEIVED, AWAITING_DELIVERY]",184.80,0.00,2021-02-15T15:58:49.103998,karen,FALSE,15/02/2021,154.00,15/02/2021,Stourport Pick,10.00
542,ABCDE001,Advanced Kitchens Ltd,,"[ASSIGNED, AWAITING_DELIVERY]",44.60,5.00,2021-02-16T09:19:26.217729,default,TRUE,,33.00,16/02/2021,Stourport Pick,1.65
543,SUPPY001,Suppliers R Us,11,"[ASSIGNED, AWAITING_DELIVERY]",13.68,0.00,2021-02-17T14:31:28.706680,karen,TRUE,18/02/2021,11.40,17/02/2021,Stourport Pick,2.80
544,ABCDE001,Advanced Kitchens Ltd,11,[RECEIVED],101.00,5.00,2021-02-17T14:47:41.339574,karen,TRUE,18/02/2021,80.00,17/02/2021,Stourport Pick,1.00
545,CHINA001,China Steel Industries pty,1,"[ASSIGNED, AWAITING_DELIVERY]",23.70,0.00,2021-02-17T14:47:55.443130,karen,TRUE,18/02/2021,20.00,17/02/2021,Stourport Pick,50.00
546,ABCDE001,Advanced Kitchens Ltd,,[RECEIVED],101.00,5.00,2021-02-17T16:34:35.925262,default,TRUE,,80.00,17/02/2021,Stourport Pick,1.00
547,ABCDE001,Advanced Kitchens Ltd,test overdispatch,[RECEIVED],101.00,5.00,2021-02-17T17:06:02.566709,karen,TRUE,18/02/2021,80.00,17/02/2021,Stourport Pick,1.00
548,CHINA001,China Steel Industries pty,,"[ASSIGNED, AWAITING_DELIVERY]",23.70,0.00,2021-02-17T17:06:18.447277,karen,TRUE,18/02/2021,20.00,17/02/2021,Stourport Pick,50.00
549,EXETR001,Supplier Warehouse,114,"[ASSIGNED, AWAITING_DELIVERY]",3.00,0.00,2021-02-18T15:57:28.542552,karen,TRUE,19/02/2021,2.50,18/02/2021,Stourport Pick,60.00
550,BOWYE001,Bowyers Kitchens,11,[AWAITING_DELIVERY],5.04,0.00,2021-02-18T16:37:22.255848,karen,FALSE,19/02/2021,4.20,18/02/2021,Stourport Pick,0.12
551,BOWYE001,Bowyers Kitchens,ww,[AWAITING_DELIVERY],5.04,0.00,2021-02-18T16:39:06.224692,karen,FALSE,19/02/2021,4.20,18/02/2021,Stourport Pick,0.12
552,BOWYE001,Bowyers Kitchens,1444,[AWAITING_DELIVERY],30.00,0.00,2021-02-23T10:13:59.726090,karen,FALSE,25/02/2021,25.00,23/02/2021,Stourport Pick,12.50
553,EXETR001,Supplier Warehouse,145,[RECEIVED],36.00,0.00,2021-02-23T16:41:18.002441,karen,FALSE,04/03/2021,30.00,23/02/2021,Stourport Pick,720.00
554,EXETR001,Supplier Warehouse,,[AWAITING_DELIVERY],914.44,0.00,2021-03-01T11:50:43.403045,karen,FALSE,,762.03,01/03/2021,Stourport Pick,705.64
555,STATI001,All Stationery Supplies Ltd,,[AWAITING_DELIVERY],731.42,15.00,2021-03-01T11:50:43.973189,karen,FALSE,,597.02,01/03/2021,Stourport Pick,19.20
556,SUPPL001,Supply Foods Ltd,,"[ASSIGNED, AWAITING_DELIVERY]",4.32,0.00,2021-03-01T11:50:44.176454,karen,FALSE,,3.60,01/03/2021,Stourport Pick,0.00
557,BELLS001,Bells Catering,,"[ASSIGNED, AWAITING_DELIVERY]",25.68,0.00,2021-03-01T11:50:44.503363,karen,FALSE,,21.40,01/03/2021,Stourport Pick,0.00
558,SWEDE001,Swedish Trading Corp,,[RECEIVED],1209.45,0.00,2021-03-01T11:50:44.835483,karen,FALSE,,959.88,01/03/2021,Stourport Pick,6.00
559,BAKER001,The Village Bakery,aa,"[RECEIVED, INVOICED]",2403.64,0.00,2021-03-08T11:59:01.407088,karen,FALSE,11/03/2021,2003.03,08/03/2021,Stourport Pick,500.76
560,ARTSS001,All Artists Supplies Ltd,22,[RECEIVED],7.20,0.00,2021-03-08T12:26:53.302115,karen,FALSE,09/03/2021,6.00,08/03/2021,Stourport Pick,0.00
561,SLOAD025,SLOAD5,,[RECEIVED],6.00,0.00,2021-03-09T15:05:21.471157,manager,FALSE,,5.00,09/03/2021,Stourport Pick,0.00
562,ARTSS001,All Artists Supplies Ltd,125,[RECEIVED],462.00,0.00,2021-03-09T15:07:51.498619,karen,FALSE,11/03/2021,385.00,09/03/2021,Kidderminster Bulk,25.00
563,BAKER001,The Village Bakery,aa,"[ASSIGNED, RECEIVED]",2400.00,0.00,2021-03-11T15:17:47.173877,karen,FALSE,12/03/2021,2000.00,11/03/2021,Stourport Pick,500.00
564,ADDER001,Adder Direct Marketing,15,[AWAITING_DELIVERY],84.00,0.00,2021-03-11T17:12:48.108980,karen,FALSE,11/03/2021,70.00,11/03/2021,Stourport Pick,0.00
565,ADDER001,Adder Direct Marketing,152,"[ASSIGNED, AWAITING_DELIVERY]",21.00,0.00,2021-03-11T17:13:55.804309,karen,FALSE,12/03/2021,17.50,11/03/2021,Stourport Pick,0.00
566,ADDER001,Adder Direct Marketing,aa,"[ASSIGNED, AWAITING_DELIVERY]",72.00,0.00,2021-03-12T09:45:40.756050,karen,FALSE,12/03/2021,60.00,12/03/2021,Stourport Pick,0.00
567,ADDER001,Adder Direct Marketing,aa,[AWAITING_DELIVERY],214.80,0.00,2021-03-12T09:48:10.965795,karen,FALSE,11/03/2021,179.00,12/03/2021,Stourport Pick,20.00
568,ADDER001,Adder Direct Marketing,aa,[AWAITING_DELIVERY],42.00,0.00,2021-03-15T09:57:37.617484,karen,FALSE,16/03/2021,35.00,15/03/2021,Stourport Pick,0.00
569,ADDER001,Adder Direct Marketing,test,[AWAITING_DELIVERY],4.20,0.00,2021-03-15T11:05:09.011311,default,FALSE,,3.50,15/03/2021,Stourport Bulk,0.00
570,ADDER001,Adder Direct Marketing,test,[AWAITING_DELIVERY],0.00,0.00,2021-03-15T11:06:26.597424,default,FALSE,,0.00,15/03/2021,Stourport Pick,0.00
571,STATI001,All Stationery Supplies Ltd,aaq,"[ASSIGNED, AWAITING_DELIVERY]",475.80,15.00,2021-03-15T11:34:12.954429,karen,TRUE,16/03/2021,384.00,15/03/2021,Stourport Pick,57.00
572,AAAXX001,Axles Supplies Ltd,aa,"[ASSIGNED, AWAITING_DELIVERY]",102.40,10.00,2021-03-15T14:23:04.222266,karen,TRUE,17/03/2021,77.00,15/03/2021,Stourport Pick,5.00
573,ARTSS001,All Artists Supplies Ltd,22,[ASSIGNED],0.00,0.00,2021-03-15T14:27:05.829403,karen,FALSE,18/03/2021,0.00,15/03/2021,Stourport Pick,0.00
574,EXETR001,Supplier Warehouse,15,[RECEIVED],30.00,0.00,2021-03-17T14:12:44.468916,karen,FALSE,18/03/2021,25.00,17/03/2021,Stourport Pick,600.00
575,EXETR001,Supplier Warehouse,aa,[RECEIVED],3.00,0.00,2021-03-17T14:40:11.973661,karen,TRUE,18/03/2021,2.50,17/03/2021,Stourport Pick,60.00
576,BAKER001,The Village Bakery,aa,[RECEIVED],2.94,0.00,2021-03-19T09:26:06.712149,karen,FALSE,25/03/2021,2.45,19/03/2021,Stourport Pick,0.00
577,REALL001,The Really Good Chocolate Factory,,[RECEIVED],12.00,0.00,2021-03-22T17:21:42.549022,karen,FALSE,,10.00,22/03/2021,Stourport Pick,5.00
578,ARTSS001,All Artists Supplies Ltd,256,[ASSIGNED],0.00,0.00,2021-03-24T17:01:55.602574,karen,FALSE,,0.00,24/03/2021,Stourport Pick,0.00
579,BAKER001,The Village Bakery,aa2,[AWAITING_DELIVERY],2403.64,0.00,2021-03-25T11:01:39.125407,karen,FALSE,26/03/2021,2003.03,25/03/2021,Stourport Pick,500.76
580,BAKER001,The Village Bakery,aaaa,[RECEIVED],2432.44,0.00,2021-03-25T11:04:50.381689,karen,FALSE,26/03/2021,2027.03,25/03/2021,Stourport Pick,500.76
581,STATI001,All Stationery Supplies Ltd,22,"[RECEIVED, INVOICED]",615.02,15.00,2021-03-25T12:24:36.620673,karen,FALSE,,500.02,25/03/2021,Stourport Pick,0.00
583,ABCDE003,Goods ,,[RECEIVED],120.00,0.00,2021-03-25T16:20:43.550812,default,FALSE,,100.00,25/03/2021,Stourport Bulk,0.00
584,STATI001,All Stationery Supplies Ltd,22,[RECEIVED],18.60,15.00,2021-03-25T17:27:23.114990,karen,FALSE,26/03/2021,3.00,25/03/2021,Stourport Pick,10.00
585,STATI001,All Stationery Supplies Ltd,aa,[RECEIVED],45.00,15.00,2021-03-26T09:23:32.578110,karen,FALSE,02/04/2021,25.00,26/03/2021,Stourport Pick,50.00
586,ARTSS001,All Artists Supplies Ltd,qq,[RECEIVED],600.00,0.00,2021-03-26T09:28:38.778859,karen,FALSE,31/03/2021,500.00,26/03/2021,Stourport Pick,0.00
587,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],1500.00,0.00,2021-03-26T09:46:03.956808,karen,FALSE,01/04/2021,1250.00,26/03/2021,Stourport Pick,0.00
588,ABCDE003,Goods ,8524,[RECEIVED],30.00,0.00,2021-03-26T12:43:51.248312,default,FALSE,30/03/2021,25.00,26/03/2021,Stourport Bulk,0.00
589,BAKER001,The Village Bakery,aa,[AWAITING_DELIVERY],28.80,0.00,2021-03-26T16:15:02.610780,karen,FALSE,26/03/2021,24.00,26/03/2021,Stourport Pick,0.00
590,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],36.00,0.00,2021-03-26T16:28:35.193295,karen,FALSE,26/03/2021,30.00,26/03/2021,Stourport Pick,30.00
591,STATI001,All Stationery Supplies Ltd,11,[RECEIVED],63.00,15.00,2021-03-29T11:09:15.321702,karen,FALSE,31/03/2021,40.00,29/03/2021,Stourport Pick,0.00
592,SLOAD025,SLOAD5,11,[AWAITING_DELIVERY],33.12,0.00,2021-03-29T14:03:15.338218,karen,FALSE,,27.60,29/03/2021,Stourport Pick,0.00
593,BOWYE001,Bowyers Kitchens,11,[AWAITING_DELIVERY],0.19,0.00,2021-03-31T08:49:36.741059,karen,FALSE,01/04/2021,0.16,31/03/2021,Stourport Pick,23.00
594,LAURA001,Laura Fashions FR,11,[RECEIVED],0.00,0.00,2021-04-01T10:42:03.867810,karen,FALSE,02/04/2021,0.00,01/04/2021,Stourport Pick,20.00
595,EUROT001,Euro Trading,test 1,[RECEIVED],7056.00,0.00,2021-04-01T16:34:27.362724,karen,FALSE,02/04/2021,5600.00,01/04/2021,Stourport Pick,0.00
596,EUROT001,Euro Trading,22,[RECEIVED],3528.00,0.00,2021-04-01T16:36:49.491357,karen,FALSE,02/04/2021,2800.00,01/04/2021,Stourport Pick,0.00
597,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],129.60,0.00,2021-04-13T12:50:24.986222,karen,FALSE,15/04/2021,108.00,13/04/2021,Stourport Pick,50.00
598,APPHO001,75 A The Apple Tree House,ee,[RECEIVED],3631.32,0.00,2021-04-13T15:21:32.572071,karen,FALSE,16/04/2021,3026.10,13/04/2021,Stourport Pick,196.50
599,EXETR001,Supplier Warehouse,test,"[ASSIGNED, AWAITING_DELIVERY]",18.00,0.00,2021-04-14T17:01:54.072505,karen,FALSE,,15.00,14/04/2021,Stourport Pick,72.00
600,BOWYE001,Bowyers Kitchens,22,[AWAITING_DELIVERY],462.00,0.00,2021-04-15T10:54:12.171714,karen,FALSE,15/04/2021,385.00,15/04/2021,Stourport Pick,25.00
601,BOWYE001,Bowyers Kitchens,222,[AWAITING_DELIVERY],92.40,0.00,2021-04-15T11:12:13.404860,karen,FALSE,16/04/2021,77.00,15/04/2021,Stourport Pick,5.00
602,BOWYE001,Bowyers Kitchens,22,[AWAITING_DELIVERY],66.24,0.00,2021-04-15T11:14:25.863481,karen,FALSE,16/04/2021,55.20,15/04/2021,Stourport Pick,15.00
603,EXETR001,Supplier Warehouse,25,[RECEIVED],120.00,0.00,2021-04-15T15:14:46.404572,karen,TRUE,15/04/2021,100.00,15/04/2021,Stourport Pick,30.00
604,ARTSS001,All Artists Supplies Ltd,11,[RECEIVED],300.00,0.00,2021-04-16T11:05:18.961548,karen,FALSE,23/04/2021,250.00,16/04/2021,Stourport Pick,100.00
605,CHOCO001,All Chocolate Supplies Ltd,,[RECEIVED],24.00,0.00,2021-04-19T17:12:47.431658,karen,FALSE,,20.00,19/04/2021,Stourport Pick,25.00
606,STATI001,All Stationery Supplies Ltd,145,[RECEIVED],195.00,15.00,2021-04-20T10:23:56.774103,karen,TRUE,21/04/2021,150.00,20/04/2021,Stourport Pick,30.00
607,ADDER001,Adder Direct Marketing,256,[RECEIVED],360.00,0.00,2021-04-20T10:28:52.311172,karen,TRUE,21/04/2021,300.00,20/04/2021,Stourport Pick,60.00
608,CHOCO001,All Chocolate Supplies Ltd,test PO warning,[AWAITING_DELIVERY],2.40,0.00,2021-04-20T14:50:58.991029,karen,TRUE,21/04/2021,2.00,20/04/2021,Stourport Pick,2.50
609,BELLS001,Bells Catering,qw,"[RECEIVED, INVOICED]",38.40,0.00,2021-04-23T10:01:10.741219,karen,FALSE,23/04/2021,32.00,23/04/2021,Stourport Pick,0.00
610,APPHO001,75 A The Apple Tree House,,[RECEIVED],360.00,0.00,2021-04-23T11:25:09.041971,karen,FALSE,24/04/2021,300.00,23/04/2021,Stourport Pick,60.00
